ANSWER_ID,SEMESTER,SYSTEM_ID,RESPONSE_CATEGORY_ID,ANSWER_TEXT,ERROR_CATEGORY_ID,ERROR_SUBCATEGORY_ID,FEEDBACK
73,2021-2,ASCENSORES,PURPOSE,Es un sistema vertical.,INSTRUCTIONS,DEFICIENT_RESPONSE,Es una definición vaga. Redacta el propósito del sistema de manera completa.
74,2021-2,ASCENSORES,INTERACTIONS,"El usuario presiona el botón para llamar el ascensor, entra a la cabina, selecciona un piso en el panel y sale al llegar.",OK,OK,
75,2021-2,ASCENSORES,INTERACTIONS,"Las personas llaman el ascensor con los botones, esperan que se abran las puertas, ingresan y eligen el piso de destino.",OK,OK,
76,2021-2,ASCENSORES,INTERACTIONS,"El usuario interactúa con el panel de botones para indicar el piso, el ascensor se mueve y abre puertas al llegar.",OK,OK,
77,2021-2,ASCENSORES,INTERACTIONS,"Una persona entra cuando llega el ascensor, presiona el número del piso y sale cuando el sistema se detiene y abre las puertas.",OK,OK,
78,2021-2,ASCENSORES,INTERACTIONS,Los usuarios usan los botones exteriores para llamarlo y los interiores para seleccionar el piso al que van.,OK,OK,
79,2021-2,ASCENSORES,INTERACTIONS,"El usuario llama el ascensor, entra, selecciona piso y espera hasta que el sistema complete el recorrido y abra puertas.",OK,OK,
80,2021-2,ASCENSORES,INTERACTIONS,Las personas suben y llegan a donde van.,INSTRUCTIONS,DEFICIENT_RESPONSE,"No describe la interacción con componentes (botones, puertas, cabina). Explica el proceso paso a paso."
81,2021-2,ASCENSORES,INTERACTIONS,El ascensor transporta personas.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Describe el resultado, no la interacción. Indica cómo el usuario usa el sistema."
82,2021-2,ASCENSORES,INTERACTIONS,Las personas lo usan para subir y bajar.,INSTRUCTIONS,DEFICIENT_RESPONSE,Falta detallar acciones concretas y componentes involucrados.
83,2021-2,ASCENSORES,INTERACTIONS,El sistema se mueve entre pisos.,INSTRUCTIONS,DEFICIENT_RESPONSE,No menciona cómo el usuario interactúa con el sistema para que ocurra el movimiento.
84,2021-2,ASCENSORES,INTERACTIONS,La gente entra y ya.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Es muy incompleto. Describe cómo se llama el ascensor, cómo se elige el piso y qué ocurre al llegar."
85,2021-2,ASCENSORES,INTERACTIONS,Funciona automáticamente.,INSTRUCTIONS,DEFICIENT_RESPONSE,No se explica la interacción usuario-sistema. Indica qué hace el usuario y qué responde el sistema.
86,2021-2,ASCENSORES,INTERACTIONS,Los usuarios usan el ascensor.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Es demasiado general. Explica el flujo: llamar, entrar, elegir piso, salir."
87,2021-2,ASCENSORES,INTERACTIONS,Las personas entran y salen.,INSTRUCTIONS,DEFICIENT_RESPONSE,Falta describir el uso de componentes y el orden de acciones.
88,2021-2,BIBLIOTECA,PURPOSE,Facilitar el acceso organizado a libros y recursos para apoyar el estudio y la investigación.,OK,OK,
89,2021-2,BIBLIOTECA,PURPOSE,"Permitir que los usuarios consulten, encuentren y soliciten material bibliográfico de forma ordenada.",OK,OK,
90,2021-2,BIBLIOTECA,PURPOSE,Brindar un servicio de préstamo y consulta de libros para la comunidad universitaria.,OK,OK,
91,2021-2,BIBLIOTECA,PURPOSE,Apoyar el aprendizaje ofreciendo recursos y espacios de consulta para estudiantes y profesores.,OK,OK,
92,2021-2,BIBLIOTECA,PURPOSE,"Organizar y prestar materiales (libros, revistas) para su consulta por parte de los usuarios.",OK,OK,
93,2021-2,BIBLIOTECA,PURPOSE,Garantizar disponibilidad y control de préstamos de libros y otros recursos.,OK,OK,
94,2021-2,BIBLIOTECA,PURPOSE,Es un lugar con libros.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Eso describe qué es, pero no el propósito. Explica para qué existe y qué servicio presta."
95,2021-2,BIBLIOTECA,PURPOSE,Sirve para leer.,INSTRUCTIONS,DEFICIENT_RESPONSE,Muy general. Indica cómo la biblioteca apoya estudio/investigación y qué función cumple.
96,2021-2,BIBLIOTECA,PURPOSE,Es para estudiantes.,INSTRUCTIONS,DEFICIENT_RESPONSE,"No explica la finalidad. Redacta qué permite hacer (consultar, prestar, organizar recursos)."
97,2021-2,BIBLIOTECA,PURPOSE,Hay libros y una va y lee.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Incompleto. Describe el servicio: búsqueda, préstamo, consulta y organización."
98,2021-2,BIBLIOTECA,PURPOSE,Es una sala de libros.,INSTRUCTIONS,DEFICIENT_RESPONSE,Definición vaga. Explica propósito y beneficio para los usuarios.
99,2021-2,BIBLIOTECA,PURPOSE,Sirve para estudiar.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Falta especificar cómo: consulta de recursos, préstamo, acceso a información."
100,2021-2,BIBLIOTECA,PURPOSE,Es un edificio de la universidad.,INSTRUCTIONS,DEFICIENT_RESPONSE,No es un propósito. Explica la función del sistema y el servicio que ofrece.
101,2021-2,BIBLIOTECA,PURPOSE,Es un sistema de libros.,INSTRUCTIONS,DEFICIENT_RESPONSE,Muy ambiguo. Indica qué permite hacer al usuario y para qué se usa.
102,2021-2,BIBLIOTECA,INTERACTIONS,"El usuario busca un libro en el catálogo, lo solicita al personal, lo recibe en préstamo y luego lo devuelve.",OK,OK,
103,2021-2,BIBLIOTECA,INTERACTIONS,"Los usuarios consultan el catálogo, ubican el libro, registran el préstamo y lo retornan dentro del tiempo establecido.",OK,OK,
104,2021-2,BIBLIOTECA,INTERACTIONS,"Una persona pide un libro, lo toma prestado, lo usa y después lo entrega de vuelta para cerrar el préstamo.",OK,OK,
105,2021-2,BIBLIOTECA,INTERACTIONS,"El usuario interactúa con el sistema al buscar disponibilidad, solicitar préstamo y realizar la devolución.",OK,OK,
106,2021-2,BIBLIOTECA,INTERACTIONS,"Los usuarios consultan recursos, solicitan préstamos y cumplen el proceso de devolución según las reglas.",OK,OK,
107,2021-2,BIBLIOTECA,INTERACTIONS,"El usuario consulta el catálogo, solicita el material y realiza la devolución al finalizar.",OK,OK,
108,2021-2,BIBLIOTECA,INTERACTIONS,Los usuarios entran a la biblioteca y leen.,OK,OK,
109,2021-2,BIBLIOTECA,INTERACTIONS,El sistema presta libros y registra el préstamo.,OK,OK,
110,2021-2,BIBLIOTECA,INTERACTIONS,Las personas usan la biblioteca.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Muy general. Describe acciones concretas: buscar, solicitar, prestar, devolver."
111,2021-2,BIBLIOTECA,INTERACTIONS,Se interactúa con libros.,INSTRUCTIONS,DEFICIENT_RESPONSE,Incompleto. Explica el flujo de préstamo/consulta y devolución.
112,2021-2,BIBLIOTECA,INTERACTIONS,El usuario va y ya.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Falta describir cómo el usuario usa el sistema: catálogo, préstamo, devolución."
113,2021-2,BIBLIOTECA,INTERACTIONS,Los estudiantes estudian.,INSTRUCTIONS,DEFICIENT_RESPONSE,No se describen interacciones con componentes o procesos del sistema.
114,2021-2,BIBLIOTECA,INTERACTIONS,La biblioteca funciona con libros.,INSTRUCTIONS,DEFICIENT_RESPONSE,No explica las acciones del usuario ni el proceso de préstamo/consulta.
115,2021-2,BIBLIOTECA,INTERACTIONS,Se piden cosas.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Ambiguo. Indica qué se pide, cómo se registra y cómo se devuelve."
116,2021-2,BIBLIOTECA,INTERACTIONS,El sistema ayuda a leer.,INSTRUCTIONS,DEFICIENT_RESPONSE,No explica interacción usuario-sistema. Describe el proceso de uso.
117,2021-2,BIBLIOTECA,INTERACTIONS,Las personas se sientan a leer.,INSTRUCTIONS,DEFICIENT_RESPONSE,"No describe el sistema de préstamos/consulta, solo una actividad dentro del lugar."
208,2021-2,SALON,PURPOSE,Proporcionar un espacio adecuado para impartir clases y que los estudiantes reciban formación.,OK,OK,
209,2021-2,SALON,PURPOSE,Facilitar la interacción educativa entre profesor y estudiantes para el aprendizaje.,OK,OK,
210,2021-2,SALON,PURPOSE,"Brindar un entorno para realizar clases, explicaciones y actividades académicas.",OK,OK,
211,2021-2,SALON,PURPOSE,Es un lugar donde se estudia.,INSTRUCTIONS,DEFICIENT_RESPONSE,Vago. Explica el propósito: permitir enseñar y aprender mediante clases.
212,2021-2,SALON,PURPOSE,Es un sitio para clases.,INSTRUCTIONS,DEFICIENT_RESPONSE,Incompleto. Indica para qué sirve y qué objetivo cumple en la educación.
213,2021-2,SALON,PURPOSE,Sirve para aprender.,INSTRUCTIONS,DEFICIENT_RESPONSE,Muy general. Describe el propósito del salón de manera más específica.
214,2021-2,SALON,PURPOSE,Es un espacio académico.,INSTRUCTIONS,DEFICIENT_RESPONSE,No explica la función. Indica el propósito y el beneficio para el proceso educativo.
215,2021-2,SALON,PURPOSE,Es un lugar en la universidad.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Describe ubicación, no propósito. Explica para qué sirve el sistema."
216,2021-2,SALON,INTERACTIONS,"El profesor explica el tema, usa el tablero o proyector y los estudiantes escuchan, preguntan y toman apuntes.",OK,OK,
217,2021-2,SALON,INTERACTIONS,"Los estudiantes se sientan, el profesor dicta la clase, se usan tablero/material y se realizan actividades durante la sesión.",OK,OK,
218,2021-2,SALON,INTERACTIONS,"El profesor presenta información, los estudiantes participan y usan cuadernos o computadores para realizar tareas.",OK,OK,
219,2021-2,SALON,INTERACTIONS,"Los estudiantes interactúan escuchando al profesor, tomando notas y usando el tablero como apoyo durante la clase.",OK,OK,
220,2021-2,SALON,INTERACTIONS,En el salón se hace clase: el profesor explica y los estudiantes realizan actividades y preguntas.,OK,OK,
221,2021-2,SALON,INTERACTIONS,El profesor enseña usando el tablero y los estudiantes escriben apuntes y responden ejercicios.,OK,OK,
222,2021-2,SALON,INTERACTIONS,Los estudiantes están en clase.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Muy general. Describe acciones concretas: enseñar, escuchar, usar tablero, tomar notas."
223,2021-2,SALON,INTERACTIONS,Se da una clase.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Incompleto. Indica cómo interactúan profesor, estudiantes y recursos del salón."
224,2021-2,SALON,INTERACTIONS,El profesor habla.,INSTRUCTIONS,DEFICIENT_RESPONSE,No describe la interacción completa ni el uso de elementos del sistema.
225,2021-2,SALON,INTERACTIONS,Los estudiantes aprenden.,INSTRUCTIONS,DEFICIENT_RESPONSE,No explica el proceso de interacción ni actividades dentro del salón.
226,2021-2,SALON,INTERACTIONS,Todos están ahí.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Vago. Describe acciones y cómo se usan elementos como sillas, tablero o material."
